,Cluster_Cliente,Credit_Limit,Total_Trans_Amt,Probabilidad_Churn,Estrategia_Asignada,Prediccion_Final,Churn_Real
9188,1,33889.0,14954,0.004445545459961696,Sin Acción (Cliente Estable),0,0
2720,2,26566.0,3103,0.024195043576724026,Sin Acción (Cliente Estable),0,0
8003,0,2638.0,4153,0.0017813004567500878,Sin Acción (Cliente Estable),0,0
6340,3,6332.0,2505,0.9676016435702837,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
1767,0,2944.0,2070,0.06588564251988814,Sin Acción (Cliente Estable),0,0
1496,0,5462.0,1523,0.005595137549925213,Sin Acción (Cliente Estable),0,0
576,3,5544.0,1336,0.007670920672865281,Sin Acción (Cliente Estable),0,0
1503,0,2600.0,2625,0.048872958007894846,Sin Acción (Cliente Estable),0,0
7984,0,2874.0,4779,0.0016037207271502076,Sin Acción (Cliente Estable),0,0
933,0,3250.0,1355,0.005483828260596895,Sin Acción (Cliente Estable),0,0
9568,1,3591.0,13289,0.0021415130867011665,Sin Acción (Cliente Estable),0,0
4260,3,1593.0,4004,0.0022167049134261146,Sin Acción (Cliente Estable),0,0
2155,3,2710.0,1718,0.019097334559850365,Sin Acción (Cliente Estable),0,0
7635,2,17827.0,5010,0.0028827587431329254,Sin Acción (Cliente Estable),0,0
10031,1,34516.0,13759,0.0022307733625911213,Sin Acción (Cliente Estable),0,0
3043,2,15987.0,3640,0.006006430021725721,Sin Acción (Cliente Estable),0,0
6411,2,34516.0,2227,0.9314742053551892,DESPERTAR VIP: Re-engagement (Bono de Cashback / Upgrade Tarjeta),1,1
10103,2,22754.0,8531,0.9814290972643488,DESPERTAR VIP: Re-engagement (Bono de Cashback / Upgrade Tarjeta),1,1
5511,3,1438.3,3995,0.00195042433328222,Sin Acción (Cliente Estable),0,0
1096,0,7583.0,2229,0.005798568949663869,Sin Acción (Cliente Estable),0,0
2364,3,4939.0,3764,0.004241451702539744,Sin Acción (Cliente Estable),0,0
2035,0,2672.0,2487,0.011204655175266648,Sin Acción (Cliente Estable),0,0
7155,0,5015.0,2491,0.05128487667210875,Sin Acción (Cliente Estable),0,1
6624,3,2406.0,4450,0.004262195296297116,Sin Acción (Cliente Estable),0,0
6974,3,4947.0,4497,0.002336355840780367,Sin Acción (Cliente Estable),0,0
8985,2,30117.0,7930,0.0027157594410028656,Sin Acción (Cliente Estable),0,0
8920,3,14938.0,7385,0.04358995454126146,Sin Acción (Cliente Estable),0,0
3785,0,2628.0,3608,0.0022562417671536305,Sin Acción (Cliente Estable),0,0
5936,2,33142.0,4347,0.026191326376878765,Sin Acción (Cliente Estable),0,0
236,0,1857.0,829,0.9590411595101791,ALIVIO FINANCIERO: Reestructuración (Descuento de Tasa / Pagos Fijos),1,1
2539,2,17404.0,4491,0.0018215392643050271,Sin Acción (Cliente Estable),0,0
5252,0,8777.0,4551,0.003969891017800271,Sin Acción (Cliente Estable),0,0
884,3,8851.0,1257,0.1966948137938877,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,0
3211,2,34516.0,4228,0.0035598974490961676,Sin Acción (Cliente Estable),0,0
3666,3,3469.0,3680,0.002740806599470537,Sin Acción (Cliente Estable),0,0
3259,2,32210.0,1821,0.04382164419567645,Sin Acción (Cliente Estable),0,0
2749,0,3539.0,1463,0.08888605944589044,Sin Acción (Cliente Estable),0,0
298,0,1438.3,1259,0.7959006957090552,ALIVIO FINANCIERO: Reestructuración (Descuento de Tasa / Pagos Fijos),1,0
4491,3,1938.0,3974,0.05113074518527279,Sin Acción (Cliente Estable),0,0
6993,0,2507.0,4355,0.0014888220374881544,Sin Acción (Cliente Estable),0,0
8901,0,8767.0,8066,0.026275068277324076,Sin Acción (Cliente Estable),0,0
1677,0,7010.0,2413,0.011176064549844255,Sin Acción (Cliente Estable),0,0
918,2,22120.0,3981,0.0025860744293856246,Sin Acción (Cliente Estable),0,0
269,0,2290.0,1119,0.012747999531772995,Sin Acción (Cliente Estable),0,0
1932,0,13384.0,1899,0.009403567249444559,Sin Acción (Cliente Estable),0,0
390,3,6363.0,1256,0.004146184652597656,Sin Acción (Cliente Estable),0,0
7939,3,3481.0,4556,0.0026025244571190338,Sin Acción (Cliente Estable),0,0
3866,0,7474.0,5100,0.0036026777273228346,Sin Acción (Cliente Estable),0,0
6737,3,5947.0,4984,0.001986591295318419,Sin Acción (Cliente Estable),0,0
3035,3,5577.0,4256,0.005032387365467852,Sin Acción (Cliente Estable),0,0
2959,0,4930.0,4224,0.001889419000707103,Sin Acción (Cliente Estable),0,0
3682,2,34516.0,2655,0.015745388014577998,Sin Acción (Cliente Estable),0,0
3640,3,12815.0,3771,0.0019498943763404137,Sin Acción (Cliente Estable),0,0
4167,0,2623.0,5237,0.001956547659914181,Sin Acción (Cliente Estable),0,0
9841,1,34516.0,16692,0.007840022876070567,Sin Acción (Cliente Estable),0,0
5908,0,2092.0,4130,0.0014919064905945599,Sin Acción (Cliente Estable),0,0
5555,3,3525.0,4742,0.027825242088495773,Sin Acción (Cliente Estable),0,0
5569,2,15631.0,4313,0.002371570269099864,Sin Acción (Cliente Estable),0,0
4285,3,2659.0,4546,0.002471015728308867,Sin Acción (Cliente Estable),0,0
7093,0,3069.0,4512,0.0032528400618627973,Sin Acción (Cliente Estable),0,0
9448,1,11474.0,13041,0.0030969299977010385,Sin Acción (Cliente Estable),0,0
3987,0,2162.0,3825,0.0021388428859788877,Sin Acción (Cliente Estable),0,0
2633,2,27745.0,1525,0.01062454127835576,Sin Acción (Cliente Estable),0,0
1986,2,30210.0,3503,0.0028763158465773342,Sin Acción (Cliente Estable),0,0
6458,0,2279.0,4169,0.0023036705476145885,Sin Acción (Cliente Estable),0,0
7735,0,2991.0,4414,0.0019981834414212795,Sin Acción (Cliente Estable),0,0
3673,0,3458.0,3409,0.004470220562495964,Sin Acción (Cliente Estable),0,0
6510,3,5951.0,4160,0.002133154785251665,Sin Acción (Cliente Estable),0,0
603,0,3663.0,1826,0.004267867936813459,Sin Acción (Cliente Estable),0,0
8294,3,1706.0,2320,0.9880220786920252,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
9777,3,6261.0,8132,0.9831398418813916,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
4303,0,2043.0,5212,0.0021702173516818042,Sin Acción (Cliente Estable),0,0
4731,3,11619.0,2395,0.8187580562669644,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
8842,1,12399.0,7855,0.00432320038505034,Sin Acción (Cliente Estable),0,0
973,2,21548.0,1582,0.011776249112118763,Sin Acción (Cliente Estable),0,0
1556,0,3182.0,1670,0.010458848540832868,Sin Acción (Cliente Estable),0,0
7385,0,2330.0,3917,0.0013773771006329373,Sin Acción (Cliente Estable),0,0
2632,0,7181.0,1636,0.03128500399641858,Sin Acción (Cliente Estable),0,0
7646,0,3251.0,2483,0.6028209311548041,ALIVIO FINANCIERO: Reestructuración (Descuento de Tasa / Pagos Fijos),1,1
4489,2,34516.0,1370,0.06341866695631188,Sin Acción (Cliente Estable),0,1
8910,3,7926.0,7677,0.005830907567685225,Sin Acción (Cliente Estable),0,0
313,0,2759.0,2093,0.004605329444932497,Sin Acción (Cliente Estable),0,0
9864,1,3727.0,14786,0.0021718810571651746,Sin Acción (Cliente Estable),0,0
6225,0,3802.0,2003,0.9464191517959352,ALIVIO FINANCIERO: Reestructuración (Descuento de Tasa / Pagos Fijos),1,1
721,0,8128.0,1224,0.0052698453157469715,Sin Acción (Cliente Estable),0,0
4709,3,5370.0,4504,0.001761534362142817,Sin Acción (Cliente Estable),0,0
229,2,34516.0,1218,0.005203355491019197,Sin Acción (Cliente Estable),0,0
8390,2,32106.0,4452,0.002322245931125534,Sin Acción (Cliente Estable),0,0
8311,3,1997.0,4961,0.0023486682851976376,Sin Acción (Cliente Estable),0,0
4237,0,5054.0,2027,0.9611252537102399,ALIVIO FINANCIERO: Reestructuración (Descuento de Tasa / Pagos Fijos),1,1
3576,3,4012.0,2962,0.10831099344692827,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,0
5848,3,3279.0,5048,0.0036421355647515627,Sin Acción (Cliente Estable),0,0
9138,1,9959.0,15139,0.011855811078438005,Sin Acción (Cliente Estable),0,0
6539,0,2965.0,4475,0.0021091551980256295,Sin Acción (Cliente Estable),0,0
553,2,19324.0,1744,0.007576173446430315,Sin Acción (Cliente Estable),0,0
8324,0,2830.0,4854,0.0022415429536237616,Sin Acción (Cliente Estable),0,0
8700,3,2710.0,4724,0.9214687306805978,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
5931,3,3899.0,2182,0.9641526049181212,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
1124,0,2212.0,2520,0.05876846598540236,Sin Acción (Cliente Estable),0,0
5387,0,2029.0,4014,0.0015661239393614458,Sin Acción (Cliente Estable),0,0
377,0,2406.0,1173,0.009161005191806655,Sin Acción (Cliente Estable),0,0
8264,0,4091.0,5244,0.003452054437422935,Sin Acción (Cliente Estable),0,0
5396,3,3255.0,4045,0.002970185835578109,Sin Acción (Cliente Estable),0,0
5149,0,2921.0,2612,0.9745739919376633,ALIVIO FINANCIERO: Reestructuración (Descuento de Tasa / Pagos Fijos),1,1
2913,3,13431.0,2338,0.002507031990364345,Sin Acción (Cliente Estable),0,0
9270,1,10798.0,13681,0.0019699755035087474,Sin Acción (Cliente Estable),0,0
6381,0,1898.0,5051,0.004236960945003563,Sin Acción (Cliente Estable),0,0
2716,0,7949.0,3355,0.016308133013672448,Sin Acción (Cliente Estable),0,0
6663,3,1944.0,2412,0.9445038746966447,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
1237,0,2193.0,1799,0.0060037535021190925,Sin Acción (Cliente Estable),0,0
4570,0,1986.0,4442,0.003697941015027363,Sin Acción (Cliente Estable),0,0
9607,1,14217.0,15554,0.004394357045387568,Sin Acción (Cliente Estable),0,0
4723,0,3301.0,3939,0.005180005840716971,Sin Acción (Cliente Estable),0,0
6345,3,1438.3,2439,0.876511127504283,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
7640,3,1491.0,4634,0.00211996926793175,Sin Acción (Cliente Estable),0,0
706,0,2072.0,1265,0.007073590656844036,Sin Acción (Cliente Estable),0,0
5824,0,2948.0,3635,0.00288194366377159,Sin Acción (Cliente Estable),0,0
648,0,6244.0,1445,0.1528040403849515,ALIVIO FINANCIERO: Reestructuración (Descuento de Tasa / Pagos Fijos),1,0
8773,0,1922.0,8049,0.01169766175863413,Sin Acción (Cliente Estable),0,0
3333,3,8513.0,2015,0.11966281384174682,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,0
2637,2,23124.0,1959,0.016565198549528315,Sin Acción (Cliente Estable),0,0
6442,0,4349.0,4694,0.0017511937560494182,Sin Acción (Cliente Estable),0,0
6055,0,11761.0,4946,0.005387419661557635,Sin Acción (Cliente Estable),0,0
7352,0,1438.3,4970,0.0018468721370725634,Sin Acción (Cliente Estable),0,0
7934,0,1544.0,4215,0.36256880620210863,ALIVIO FINANCIERO: Reestructuración (Descuento de Tasa / Pagos Fijos),1,0
4040,3,3460.0,3642,0.0015459106673921487,Sin Acción (Cliente Estable),0,0
1027,2,24545.0,1671,0.00901902549779119,Sin Acción (Cliente Estable),0,0
927,0,2092.0,1468,0.020658020807447525,Sin Acción (Cliente Estable),0,0
7994,0,1946.0,4643,0.0017743274646975602,Sin Acción (Cliente Estable),0,0
2082,0,2909.0,1532,0.010093297126187683,Sin Acción (Cliente Estable),0,0
478,3,5579.0,1025,0.6146247992406773,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,0
7489,3,2437.0,3068,0.9466584474168867,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
3174,3,6834.0,4422,0.0021962593120851658,Sin Acción (Cliente Estable),0,0
6727,3,1438.3,4052,0.005539171199442946,Sin Acción (Cliente Estable),0,0
1463,3,7400.0,1568,0.0721937856890539,Sin Acción (Cliente Estable),0,0
5461,0,1789.0,4191,0.00207355350094934,Sin Acción (Cliente Estable),0,0
8639,2,34516.0,7437,0.007152312649534286,Sin Acción (Cliente Estable),0,0
2691,3,3065.0,3524,0.002469113725540428,Sin Acción (Cliente Estable),0,0
3296,3,17576.0,3494,0.002579140008353147,Sin Acción (Cliente Estable),0,0
5660,3,12906.0,2078,0.09648720781994391,Sin Acción (Cliente Estable),0,1
5835,0,3334.0,4284,0.004501726314427369,Sin Acción (Cliente Estable),0,0
709,3,7860.0,1367,0.04855907375630547,Sin Acción (Cliente Estable),0,0
3170,0,9517.0,1453,0.0034829479785480587,Sin Acción (Cliente Estable),0,0
315,0,14041.0,1467,0.07051166887747543,Sin Acción (Cliente Estable),0,0
851,0,2683.0,1582,0.003395212305791229,Sin Acción (Cliente Estable),0,0
6855,3,9817.0,4636,0.001712325429665329,Sin Acción (Cliente Estable),0,0
7038,3,8700.0,2306,0.2609919948239045,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
3313,3,10961.0,3914,0.0015850112372567489,Sin Acción (Cliente Estable),0,0
5001,0,1553.0,4549,0.0024099949606130387,Sin Acción (Cliente Estable),0,0
218,2,34516.0,1353,0.013619430317377057,Sin Acción (Cliente Estable),0,0
3850,0,4539.0,2960,0.021688171384378813,Sin Acción (Cliente Estable),0,0
105,3,8358.0,1566,0.9210864126008711,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,0
8859,2,34516.0,4810,0.7122468319630307,DESPERTAR VIP: Re-engagement (Bono de Cashback / Upgrade Tarjeta),1,1
3667,3,5155.0,2753,0.9562464498164162,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
9579,1,34516.0,15034,0.0028551316515262747,Sin Acción (Cliente Estable),0,0
5748,2,21681.0,3844,0.0019304776058518647,Sin Acción (Cliente Estable),0,0
3022,2,20114.0,4740,0.0021853439723003736,Sin Acción (Cliente Estable),0,0
9657,1,20501.0,15162,0.005356293175298294,Sin Acción (Cliente Estable),0,0
6219,0,5647.0,4868,0.0017511937560494182,Sin Acción (Cliente Estable),0,0
5248,0,2642.0,4780,0.0019014455706781194,Sin Acción (Cliente Estable),0,0
1079,0,2400.0,1311,0.008765118328147527,Sin Acción (Cliente Estable),0,0
9532,1,26819.0,14450,0.001836244540166561,Sin Acción (Cliente Estable),0,0
7608,0,8494.0,4486,0.002096982783244312,Sin Acción (Cliente Estable),0,0
4911,3,3035.0,3847,0.01179560459379906,Sin Acción (Cliente Estable),0,0
8927,1,6482.0,7544,0.0020833388495063894,Sin Acción (Cliente Estable),0,0
6317,0,4829.0,4778,0.0033103931652940823,Sin Acción (Cliente Estable),0,0
9673,1,10858.0,14475,0.0036567211499981757,Sin Acción (Cliente Estable),0,0
6356,3,1438.3,2137,0.980308896791894,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
4048,2,18358.0,3920,0.0025747459424986536,Sin Acción (Cliente Estable),0,0
3222,3,7109.0,4047,0.002295097280210513,Sin Acción (Cliente Estable),0,0
8918,2,26692.0,8780,0.07714265566296301,Sin Acción (Cliente Estable),0,0
6754,0,3322.0,3913,0.003533646286306621,Sin Acción (Cliente Estable),0,0
4170,0,6401.0,4465,0.002611836045385995,Sin Acción (Cliente Estable),0,0
2529,0,4671.0,2468,0.011503486085763348,Sin Acción (Cliente Estable),0,0
1759,0,1570.0,1430,0.004404618747990358,Sin Acción (Cliente Estable),0,0
3134,0,8061.0,1224,0.9460488770304994,ALIVIO FINANCIERO: Reestructuración (Descuento de Tasa / Pagos Fijos),1,1
3130,3,16317.0,1995,0.17118116319099067,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
1749,0,2370.0,2411,0.09565937539581675,Sin Acción (Cliente Estable),0,0
9786,1,6739.0,15471,0.0021643106970974354,Sin Acción (Cliente Estable),0,0
9968,2,33004.0,10156,0.9702819777429814,DESPERTAR VIP: Re-engagement (Bono de Cashback / Upgrade Tarjeta),1,1
4809,0,2107.0,4858,0.0035577429097622473,Sin Acción (Cliente Estable),0,0
23,0,2492.0,1126,0.06429840772441316,Sin Acción (Cliente Estable),0,0
683,0,4675.0,1232,0.022583075437713398,Sin Acción (Cliente Estable),0,0
2244,0,3092.0,2133,0.16479705414091578,ALIVIO FINANCIERO: Reestructuración (Descuento de Tasa / Pagos Fijos),1,0
6050,0,2700.0,4984,0.001559688951442397,Sin Acción (Cliente Estable),0,0
7710,0,3219.0,4188,0.0016649251418380823,Sin Acción (Cliente Estable),0,0
5020,2,34516.0,3931,0.0024553363005209673,Sin Acción (Cliente Estable),0,0
9056,1,11765.0,8914,0.004044041500048001,Sin Acción (Cliente Estable),0,0
6523,0,2397.0,4140,0.0018570085836562542,Sin Acción (Cliente Estable),0,0
6914,3,2214.0,2144,0.44682102325939776,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
1726,2,21691.0,2534,0.023981867452658474,Sin Acción (Cliente Estable),0,0
4444,0,1845.0,4319,0.0049342444209870395,Sin Acción (Cliente Estable),0,0
9972,0,3526.0,7775,0.630661620505401,ALIVIO FINANCIERO: Reestructuración (Descuento de Tasa / Pagos Fijos),1,1
2589,0,5967.0,1426,0.006216940075603642,Sin Acción (Cliente Estable),0,0
8559,2,30300.0,4146,0.00569585925020982,Sin Acción (Cliente Estable),0,0
5900,0,2239.0,4540,0.0017209651381169327,Sin Acción (Cliente Estable),0,0
5304,2,25060.0,3749,0.008939397113870335,Sin Acción (Cliente Estable),0,0
6537,2,29898.0,3883,0.00266412189025014,Sin Acción (Cliente Estable),0,0
3925,0,1765.0,3333,0.002944944176398717,Sin Acción (Cliente Estable),0,0
9571,1,7469.0,15225,0.001981870103426653,Sin Acción (Cliente Estable),0,0
5867,0,9124.0,4564,0.010737781160912025,Sin Acción (Cliente Estable),0,0
4104,0,4772.0,4054,0.001907910993699451,Sin Acción (Cliente Estable),0,0
5797,2,34516.0,3754,0.007104414391720377,Sin Acción (Cliente Estable),0,0
4224,3,1438.3,2113,0.923257745263832,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
5392,0,6248.0,4664,0.024419440271578646,Sin Acción (Cliente Estable),0,0
6419,3,3680.0,2725,0.9797346761529162,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
1810,0,3797.0,2555,0.008236354067283954,Sin Acción (Cliente Estable),0,0
3632,0,11242.0,4246,0.0018272624552698698,Sin Acción (Cliente Estable),0,0
6842,0,3264.0,4966,0.004340144353720016,Sin Acción (Cliente Estable),0,0
1693,3,11638.0,563,0.9593257435828189,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
681,2,18001.0,1194,0.019628071830759562,Sin Acción (Cliente Estable),0,0
4908,0,10262.0,3553,0.0029068889049568615,Sin Acción (Cliente Estable),0,0
3216,0,7216.0,1734,0.07706760781329673,Sin Acción (Cliente Estable),0,0
2930,0,3240.0,1904,0.5831649448848356,ALIVIO FINANCIERO: Reestructuración (Descuento de Tasa / Pagos Fijos),1,0
8381,0,2669.0,4863,0.0015445272950718207,Sin Acción (Cliente Estable),0,0
7553,0,9880.0,4609,0.0019527139942855458,Sin Acción (Cliente Estable),0,0
5650,3,1506.0,2312,0.9852469222554352,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
200,3,5288.0,1777,0.011586304343234948,Sin Acción (Cliente Estable),0,0
5177,3,5845.0,2308,0.9715828831524613,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
9263,1,7660.0,14844,0.003095058092102485,Sin Acción (Cliente Estable),0,0
1705,0,2531.0,1263,0.02721770763638547,Sin Acción (Cliente Estable),0,0
9782,2,34516.0,8444,0.8443616635069059,DESPERTAR VIP: Re-engagement (Bono de Cashback / Upgrade Tarjeta),1,1
7667,3,4836.0,1870,0.9539081930839993,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
4457,0,2734.0,4457,0.0032528400618627973,Sin Acción (Cliente Estable),0,0
9652,1,34516.0,15214,0.0021798347556389076,Sin Acción (Cliente Estable),0,0
2336,0,3141.0,1539,0.013406253298199744,Sin Acción (Cliente Estable),0,0
1848,3,14535.0,2970,0.0053058955048509784,Sin Acción (Cliente Estable),0,0
3733,0,2507.0,3325,0.0030702073794105886,Sin Acción (Cliente Estable),0,0
8551,3,1636.0,2235,0.9826753168806341,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
6683,0,2042.0,4917,0.0015770200348435822,Sin Acción (Cliente Estable),0,0
421,2,24487.0,1512,0.014046668150230894,Sin Acción (Cliente Estable),0,0
7869,0,2509.0,4837,0.0048541179119772175,Sin Acción (Cliente Estable),0,0
7171,3,1644.0,4898,0.005301697671712707,Sin Acción (Cliente Estable),0,0
524,2,34516.0,1222,0.028565885631659488,Sin Acción (Cliente Estable),0,0
1398,0,5877.0,2494,0.016589994792702317,Sin Acción (Cliente Estable),0,0
943,0,2658.0,1627,0.002738731961300768,Sin Acción (Cliente Estable),0,0
3507,0,7936.0,4247,0.0020484484059868743,Sin Acción (Cliente Estable),0,0
3103,3,1438.3,3748,0.004417469272527579,Sin Acción (Cliente Estable),0,0
8325,2,24987.0,3995,0.03888954907293098,Sin Acción (Cliente Estable),0,0
1711,3,6315.0,2205,0.025498284471366303,Sin Acción (Cliente Estable),0,0
3501,0,6967.0,1919,0.9277076162486942,ALIVIO FINANCIERO: Reestructuración (Descuento de Tasa / Pagos Fijos),1,1
10090,1,12958.0,15681,0.0031443988181560027,Sin Acción (Cliente Estable),0,0
9396,1,6577.0,14229,0.002683795091642741,Sin Acción (Cliente Estable),0,0
4680,3,1942.0,2522,0.9837595054166492,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
2154,0,2703.0,2111,0.049122507757656524,Sin Acción (Cliente Estable),0,0
7315,0,2164.0,5075,0.0019495136807602222,Sin Acción (Cliente Estable),0,0
4905,0,2281.0,3968,0.005488559037563514,Sin Acción (Cliente Estable),0,0
5283,0,4073.0,2059,0.8302651541323606,ALIVIO FINANCIERO: Reestructuración (Descuento de Tasa / Pagos Fijos),1,1
7282,3,1824.0,4594,0.0020016798326313715,Sin Acción (Cliente Estable),0,0
3797,3,7065.0,3758,0.0024661467562358164,Sin Acción (Cliente Estable),0,0
9110,1,9369.0,7699,0.002203601229228364,Sin Acción (Cliente Estable),0,0
9750,1,16722.0,15110,0.0036054578905425783,Sin Acción (Cliente Estable),0,0
9756,1,11059.0,9524,0.9092886634532577,ALERTA PREMIUM: Francotirador (Contacto Humano / Condonación),1,1
7295,3,2851.0,3916,0.013279648805766608,Sin Acción (Cliente Estable),0,0
1032,2,34516.0,1665,0.04225740152805033,Sin Acción (Cliente Estable),0,0
7602,0,2371.0,4460,0.00148911009178822,Sin Acción (Cliente Estable),0,0
8167,0,4257.0,2828,0.8981620852829875,ALIVIO FINANCIERO: Reestructuración (Descuento de Tasa / Pagos Fijos),1,1
1450,0,3203.0,1433,0.006395691603965914,Sin Acción (Cliente Estable),0,0
9342,1,3084.0,12739,0.004520079023879636,Sin Acción (Cliente Estable),0,0
4843,0,1757.0,4750,0.0017468226887783116,Sin Acción (Cliente Estable),0,0
2021,0,9959.0,2760,0.030866516924381478,Sin Acción (Cliente Estable),0,0
7516,3,4025.0,4445,0.0022367388584254508,Sin Acción (Cliente Estable),0,0
1271,0,2699.0,2141,0.012638122059542609,Sin Acción (Cliente Estable),0,0
3516,0,2334.0,2155,0.11933112493213564,Sin Acción (Cliente Estable),0,0
7144,3,1590.0,4229,0.0028155768946309598,Sin Acción (Cliente Estable),0,0
5587,0,1591.0,3698,0.0018750802389685696,Sin Acción (Cliente Estable),0,0
8922,2,34516.0,7962,0.007519409292375893,Sin Acción (Cliente Estable),0,0
6511,0,2381.0,4013,0.0014888220374881544,Sin Acción (Cliente Estable),0,0
3991,0,3491.0,4855,0.0034694156006528616,Sin Acción (Cliente Estable),0,0
3148,2,34516.0,3029,0.7445243033339325,DESPERTAR VIP: Re-engagement (Bono de Cashback / Upgrade Tarjeta),1,1
4392,0,2459.0,4343,0.0015661239393614458,Sin Acción (Cliente Estable),0,0
7406,0,2577.0,5021,0.0016203085991903549,Sin Acción (Cliente Estable),0,0
6170,3,5950.0,4655,0.03815790507082748,Sin Acción (Cliente Estable),0,0
3467,2,19939.0,3342,0.005987376027598808,Sin Acción (Cliente Estable),0,0
9813,1,17374.0,15473,0.00418997631612844,Sin Acción (Cliente Estable),0,0
4478,0,1438.3,4457,0.0016514521895561957,Sin Acción (Cliente Estable),0,0
6273,2,18123.0,4259,0.0016568198591819855,Sin Acción (Cliente Estable),0,0
9031,1,6329.0,8514,0.003873563938754417,Sin Acción (Cliente Estable),0,0
7254,0,2206.0,4455,0.0034359945056229163,Sin Acción (Cliente Estable),0,0
5460,3,10573.0,2237,0.9601062365484812,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
1641,2,24765.0,1544,0.005580910907719785,Sin Acción (Cliente Estable),0,0
8416,3,1438.3,4659,0.0027604139356745883,Sin Acción (Cliente Estable),0,0
4068,3,7191.0,1654,0.42635128502314834,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
638,0,8022.0,1794,0.008790718307020981,Sin Acción (Cliente Estable),0,0
8231,0,2210.0,4937,0.0017147730021098739,Sin Acción (Cliente Estable),0,0
785,3,3312.0,647,0.9776778029927429,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
6865,3,1438.3,4956,0.0022931595407147654,Sin Acción (Cliente Estable),0,0
71,0,2216.0,1540,0.019937544560038982,Sin Acción (Cliente Estable),0,0
2914,0,2645.0,4251,0.001843371048393236,Sin Acción (Cliente Estable),0,0
8933,3,8230.0,7736,0.0043920139366899705,Sin Acción (Cliente Estable),0,0
8547,0,2006.0,5337,0.003586520774688127,Sin Acción (Cliente Estable),0,0
6829,0,2670.0,4491,0.002207876480453698,Sin Acción (Cliente Estable),0,0
7908,3,13679.0,4060,0.29768143761136723,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,0
2847,3,5260.0,2546,0.005045700723473417,Sin Acción (Cliente Estable),0,0
9564,3,5500.0,7720,0.9863147597039144,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
1040,0,2613.0,1387,0.0039992707776249645,Sin Acción (Cliente Estable),0,0
8862,1,11343.0,8313,0.002337207046618268,Sin Acción (Cliente Estable),0,0
8651,2,34516.0,7499,0.01090760571877307,Sin Acción (Cliente Estable),0,0
9374,1,16667.0,15301,0.002083452836252189,Sin Acción (Cliente Estable),0,0
3018,3,18293.0,2958,0.08601989198129034,Sin Acción (Cliente Estable),0,0
10005,1,22355.0,14268,0.002950497252002061,Sin Acción (Cliente Estable),0,0
123,0,3788.0,1594,0.013144950464680491,Sin Acción (Cliente Estable),0,0
7480,3,5716.0,4387,0.0017562436244909798,Sin Acción (Cliente Estable),0,0
7429,0,7507.0,4651,0.0026790920945897715,Sin Acción (Cliente Estable),0,0
7494,0,2911.0,4450,0.0037258594937925175,Sin Acción (Cliente Estable),0,0
5201,0,2757.0,3992,0.0017724904777223702,Sin Acción (Cliente Estable),0,0
6983,0,2473.0,4823,0.0017747502096044148,Sin Acción (Cliente Estable),0,0
798,0,2464.0,2110,0.020692019613726093,Sin Acción (Cliente Estable),0,0
8041,0,2881.0,2450,0.9757504891358816,ALIVIO FINANCIERO: Reestructuración (Descuento de Tasa / Pagos Fijos),1,1
2582,0,4840.0,1637,0.015557781282277314,Sin Acción (Cliente Estable),0,0
